OTUId	R44_1193R_F67_799F	R45_1193R_F61_799F	R44_1193R_F71_799F	R44_1193R_F69_799F	R44_1193R_F63_799F	R44_1193R_F65_799F	R45_1193R_F63_799F	R45_1193R_F65_799F	R45_1193R_F67_799F	R43_1193R_F65_799F	R43_1193R_F63_799F	R43_1193R_F67_799F	R43_1193R_F69_799F	R43_1193R_F61_799F	R43_1193R_F71_799F	R44_1193R_F61_799F	R46_1193R_F63_799F	R46_1193R_F61_799F	R46_1193R_F65_799F	R45_1193R_F71_799F	R46_1193R_F67_799F	R45_1193R_F69_799F	R4_1193R_F20_799F	R4_1193R_F19_799F	R4_1193R_F21_799F	R4_1193R_F18_799F	R3_1193R_F35_799F	R3_1193R_F34_799F	R3_1193R_F33_799F	R3_1193R_F36_799F	R3_1193R_F37_799F	R3_1193R_F31_799F	R3_1193R_F32_799F	R3_1193R_F30_799F	R4_1193R_F17_799F	R3_1193R_F38_799F	R4_1193R_F27_799F	R4_1193R_F28_799F	R4_1193R_F29_799F	R4_1193R_F25_799F	R4_1193R_F26_799F	R4_1193R_F30_799F	R4_1193R_F31_799F	R4_1193R_F22_799F	R4_1193R_F23_799F	R4_1193R_F24_799F	R3_1193R_F21_799F	R3_1193R_F22_799F	R3_1193R_F19_799F	R3_1193R_F18_799F	R3_1193R_F17_799F	R3_1193R_F20_799F	R3_1193R_F27_799F	R3_1193R_F26_799F	R3_1193R_F28_799F	R3_1193R_F25_799F	R3_1193R_F29_799F	R3_1193R_F23_799F	R3_1193R_F24_799F	R41_1193R_F71_799F	R41_1193R_F69_799F	R42_1193R_F61_799F	R41_1193R_F67_799F	R41_1193R_F65_799F	R42_1193R_F71_799F	R42_1193R_F69_799F	R42_1193R_F67_799F	R42_1193R_F63_799F	R42_1193R_F65_799F	R40_1193R_F65_799F	R40_1193R_F63_799F	R40_1193R_F67_799F	R4_1193R_F34_799F	R4_1193R_F33_799F	R4_1193R_F35_799F	R4_1193R_F32_799F	R4_1193R_F36_799F	R40_1193R_F61_799F	R4_1193R_F37_799F	R4_1193R_F38_799F	R41_1193R_F61_799F	R41_1193R_F63_799F	R40_1193R_F71_799F	R40_1193R_F69_799F
OTU2570	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU756	0	6	1	1	9	22	0	0	1	0	0	0	113	0	16	0	1	0	17	197	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3667	0	2	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	5	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3304	0	1	0	0	0	1	0	0	0	5	1	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3302	0	1	0	0	0	0	0	1	0	1	1	0	3	2	0	0	0	0	4	1	1	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	2	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU2398	0	3	0	0	0	10	0	0	0	1	0	0	0	4	0	4	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	1	4	0	0
OTU3538	0	1	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
OTU2691	0	10	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0	4	7	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3135	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2244	0	11	0	0	0	15	0	0	0	0	1	0	18	2	2	0	0	0	12	27	2	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU3561	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1135	0	30	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	24	0	0	9	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	2	36	72	1	6	3	0	0	0	6	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3897	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3743	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
OTU1424	0	17	0	0	0	6	0	0	2	0	0	0	6	2	6	0	0	0	25	4	2	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2191	0	3	1	0	0	2	0	0	2	0	1	1	0	1	2	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU3604	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	4	0	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
OTU1160	0	0	4	0	40	0	79	0	0	0	98	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	28	1	0	18	0	0	0	0	0	0	0	0	0	0	68	0	0
OTU2182	0	0	2	0	3	0	0	0	28	0	0	0	0	0	0	0	12	0	0	3	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0	4	0	0	2	3	0	0	1	8	1	0	1	0	5	1	3	1	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	5	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0
OTU4007	0	3	3	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1788	1	1	3	0	0	0	4	2	15	0	4	3	0	0	3	5	1	12	8	4	3	0	0	1	0	1	0	0	0	1	0	0	0	2	1	1	0	0	0	3	0	1	1	3	15	0	3	4	0	0	1	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	3	1	8	0	1	2	0	0	1	0	0	0	0	0	1	3	0
OTU2631	0	0	1	0	0	0	2	1	0	0	4	0	0	4	3	0	0	1	2	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	1	3	1	1	1	0	3	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0
OTU2982	0	0	1	0	4	1	0	1	4	0	0	0	0	1	0	0	4	0	0	1	7	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	2	4	3	0	1	0	2	0	0	0	1	0	0	0	0	1	0	2	0	0	3	0	0	0	0	3	1	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0
OTU3772	0	2	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	5	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	6	0	0	0	0	0	0	1	0	0	1	1	5	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU962	0	23	0	0	0	5	0	2	11	0	0	0	5	5	5	0	0	0	30	6	0	40	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	27	22	0	0	1	0	0	0	34	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	1
OTU1310	0	4	2	0	0	0	4	0	0	3	0	0	0	1	1	1	0	0	1	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	2	0	0	13	0	0	0	2	4	1	0	22	0	0	0	0	1	0	0	2	25	0	2	24	0	1	0	0	1	3	3	3	0	0	0	3	1	3	0	0	0	1	0	0
OTU1423	0	10	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	7	3	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	46	0	0	47	0	0	1	0	0	16	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU1248	0	9	0	0	0	3	2	0	1	1	0	0	4	1	2	0	0	0	11	3	0	14	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	2	6	1	2	0	1	0	0	52	2	1	2	0	0	0	0	0	0	0	1	0	0	3	9	0	1	0	0	2	0	6	0	1	1	0	0	0	0
OTU1808	0	6	1	0	0	5	1	0	0	1	4	0	28	1	23	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0
OTU2155	0	10	0	0	0	0	4	0	0	0	7	0	1	42	0	0	0	0	2	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	6	0	0
OTU1161	0	7	0	0	0	15	2	0	1	0	0	0	7	8	33	0	0	1	7	27	0	22	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	6	0	0	1	0	1	1	2	16	27	3	1	0	0	1	6	0	2	3	0	0	0	0	0	0	2	0	1	0	0	1	0	0
OTU3006	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3255	0	1	0	0	0	0	2	0	0	1	0	0	2	1	0	0	0	0	2	3	4	8	0	2	0	0	1	0	2	0	1	0	0	4	1	1	0	0	2	1	0	1	0	0	0	0	3	8	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	2	0	0	0	0	0	1	0	0
OTU3187	0	2	0	0	1	0	17	0	0	1	15	0	3	2	2	0	33	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	7	0	7	0	0	0	0	3	7	0	0	0	0	0	0	0	0	1	0	0	0	1	9	1	0
OTU3586	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	1	7	0	1	0	0	0	0	0	1	0	0	0	0	0	0
OTU1928	0	4	0	0	0	0	4	1	0	0	7	0	2	4	3	0	4	0	5	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	3	0	1	0	0	3	1	1	15	1	0	0	0	0	0	0	0	0	0	1	3	0	0
OTU3669	0	4	0	0	0	0	2	0	0	0	3	0	0	9	0	0	0	0	1	2	0	6	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU763	0	12	3	0	0	2	3	14	3	0	3	0	2	7	4	4	4	376	21	0	2	7	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	4	1	6	1	1	1	1	0	0	3	0	3	2	0	0	0	0	0	2	0	1	2	0	4	1
OTU2285	0	3	1	0	0	3	0	1	0	0	0	0	1	1	1	0	0	1	8	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1733	0	2	0	0	0	0	1	2	0	0	8	0	1	7	8	0	0	0	10	6	0	15	5	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	7	1	0	0	0	0	0	3	0	0	2	2	1	0	0	0	0	0	0	0	0	2	12	0	2	0	0	0	2	0	0	0	0	0	4	0	0
OTU1961	0	3	0	0	14	0	38	1	0	1	73	0	1	4	0	0	23	0	0	1	0	0	0	0	0	0	0	0	0	1	8	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	7	0	0	0	0	2	3	0	0	0	0	0	0	15	3	0	8	0	0	0	0	2	1	0	4	0	0	40	0	0
OTU1891	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	2	1	8	4	0	0	2	1	1	0	2	0	0	0	0	0	1	0	0	1	6	0	0	0	1	3	0	1	1	4	0	6	0	0	0	6	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1	0	0	1	0	0	0	0	0
OTU1419	1	14	0	1	0	1	0	2	0	0	1	0	5	7	0	0	0	0	31	8	2	37	2	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	4	12	1	6	0	2	2	0	8	1	3	1	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	2	1	0	2	1	0	0	0	0
OTU2945	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU940	0	29	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	23	1	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	6	0	0	0	0	41	25	0	1	0	0	0	0	30	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
OTU2611	1	1	0	0	2	0	1	0	21	2	1	0	1	2	1	1	0	0	2	11	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU2259	0	9	0	0	7	2	0	0	0	4	0	0	0	0	5	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU979	0	14	0	0	0	0	3	3	1	0	21	0	10	36	8	0	0	0	56	38	5	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	9	0	0	1	0	0	0	2	1	1	0	0	2	2	0	0	2	6	0	4	0	2	4	0	8	0	0	0	0	0	0	0	0	8	3	0	1
OTU4057	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1751	0	26	0	0	0	4	1	1	0	0	0	0	0	0	6	0	0	0	8	20	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1669	0	2	0	0	0	2	0	0	0	9	0	0	1	1	0	7	1	0	4	1	0	0	0	0	18	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	51	1	4	4	0	0	0	2	1	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU477	0	2	0	0	2	0	432	0	1	0	629	1	0	3	2	1	57	0	0	12	9	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	22	3	0	28	9	0	0	0	1	0	0	6	0	0	496	1	0
OTU1880	0	5	0	0	0	1	0	0	0	2	0	0	2	2	0	10	0	0	6	1	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1
OTU1573	0	6	0	0	0	4	3	9	1	0	2	2	0	1	9	3	1	22	22	2	3	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	3	0	0
OTU3679	0	5	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2738	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	32	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU2686	0	1	0	0	1	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU1807	0	18	0	0	2	8	0	0	0	0	0	0	3	6	1	4	0	1	7	0	1	17	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	5	0	2	3	1	17	43	2	1	0	0	0	1	9	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU3276	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	11	0	1	0	0	0	0	0	0	0	0	0	0	1	0
OTU2663	0	2	0	0	0	0	6	0	0	0	10	0	0	16	0	0	0	1	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	3	0	4	0	6	0	0	0	0	0	0	0	0	1	1	0	0
OTU2128	0	4	0	0	0	2	6	0	0	1	0	1	0	2	7	0	0	0	10	10	12	14	0	3	7	0	3	0	4	0	3	0	0	2	1	0	0	0	0	3	1	12	0	0	1	2	12	43	3	2	0	5	2	0	12	4	1	5	2	4	1	0	0	0	0	0	3	0	1	2	0	1	1	0	1	0	4	0	0	1	0	0	0	0
OTU3965	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2833	0	5	0	0	0	2	4	0	5	0	7	0	6	9	1	1	0	1	29	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	1	0	0	1	0	2	12	1	0	16	0	0	5	1	1	0	0	8	0	0	0	0	0	0	0	0	4	4	0	0
OTU3565	0	2	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	5	0	0	0	1	0	0	0
OTU2473	0	6	0	0	0	0	2	0	0	1	5	0	24	0	1	0	0	0	0	0	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0
OTU1850	0	3	0	0	0	1	0	0	2	5	0	0	0	0	1	0	0	0	4	5	0	7	0	0	10	0	0	0	0	0	0	0	0	1	0	3	0	1	2	2	0	1	0	5	0	2	5	94	0	0	3	3	0	1	2	1	3	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU1386	0	3	0	0	2	0	0	1	1	0	0	0	0	0	7	5	0	5	9	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	36	0	0	9	0	0	0	0	18	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2067	0	4	0	0	0	3	3	0	0	1	0	0	3	0	1	0	0	0	0	23	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0
OTU3007	0	3	0	0	0	0	2	0	0	1	4	0	1	7	11	0	0	0	0	8	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0
OTU2560	0	6	0	0	0	0	1	0	9	2	0	0	2	0	4	0	0	3	5	7	3	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU3065	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	3	2	0	0	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4105	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2928	0	3	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	6	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1622	0	3	0	0	0	7	0	0	0	4	1	0	4	0	0	4	0	0	4	12	0	17	2	0	22	0	0	0	0	0	1	1	0	0	1	0	0	0	2	2	0	0	1	6	0	1	7	33	2	14	5	1	0	1	0	2	1	3	3	0	0	0	1	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	28	1	0	0
